filepath,churn,num_commits,sloc,bugs,enhancements,blocker_sev_bugs,major_sev_bugs,minor_sev_bugs,critical_sev_bugs,normal_sev_bugs,trivial_sev_bugs,regressions,vulnerabilities
server/core.c,3593,165,4287,32,4,0,0,2,2,15,9,0,1
modules/mappers/mod_rewrite.c,1607,103,3746,31,5,0,1,3,0,14,8,0,2
modules/filters/mod_include.c,2425,44,3176,11,0,0,0,0,0,2,7,2,1
modules/dav/main/mod_dav.c,462,25,3143,8,2,0,3,0,0,3,0,0,1
modules/proxy/proxy_util.c,6613,181,2854,33,4,1,1,3,5,16,1,2,1
server/mpm/event/event.c,1932,55,2809,9,1,0,1,1,2,4,0,0,0
server/util.c,1540,56,2530,19,0,0,1,0,0,11,7,0,1
modules/lua/lua_request.c,931,36,2413,0,0,0,0,0,0,0,0,0,0
modules/proxy/mod_proxy.c,2396,129,2392,15,6,0,1,1,0,6,0,1,1
modules/ssl/mod_ssl_ct.c,0,0,2300,0,0,0,0,0,0,0,0,0,0
modules/ldap/util_ldap.c,4484,108,2254,18,4,0,2,1,0,10,0,1,1
support/ab.c,1428,62,1984,22,3,0,1,1,1,14,2,0,0
modules/http2/h2_session.c,0,0,1884,0,0,0,0,0,0,0,0,0,0
server/config.c,1239,65,1823,15,0,0,3,1,0,11,0,0,1
modules/generators/mod_autoindex.c,448,34,1823,7,2,0,0,2,0,2,1,0,0
server/util_expr_scan.c,1125,11,1820,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_negotiation.c,124,19,1806,5,0,0,0,1,0,4,0,0,0
modules/lua/mod_lua.c,2146,35,1788,0,0,0,0,0,0,0,0,0,0
server/mpm/worker/worker.c,2023,83,1769,14,1,0,2,0,2,7,2,0,2
modules/metadata/mod_mime_magic.c,2258,18,1731,3,0,0,0,0,0,2,1,0,0
server/util_expr_eval.c,1907,44,1729,4,1,0,0,0,0,3,0,0,0
server/request.c,1173,65,1633,15,0,0,0,0,0,7,7,1,0
modules/cache/mod_cache.c,3529,103,1607,16,2,0,1,0,0,12,0,1,0
modules/ssl/ssl_engine_config.c,1353,67,1546,5,3,0,0,0,0,2,0,0,0
modules/aaa/mod_authnz_ldap.c,2400,57,1541,12,4,0,3,1,0,4,0,0,0
modules/ssl/ssl_engine_kernel.c,2491,88,1505,17,6,0,3,1,0,7,0,0,1
server/protocol.c,1830,69,1499,16,0,0,1,3,1,11,0,0,3
modules/proxy/mod_proxy_balancer.c,4579,137,1482,14,2,1,3,0,0,8,0,0,2
modules/proxy/mod_proxy_ftp.c,729,42,1473,6,1,0,0,0,1,4,0,0,4
modules/dav/fs/repos.c,506,26,1468,6,0,0,2,0,0,3,0,1,0
modules/ssl/ssl_engine_io.c,1347,50,1468,11,2,2,3,0,0,4,0,0,0
support/htcacheclean.c,1377,44,1458,8,1,0,0,0,0,0,7,0,0
support/win32/ApacheMonitor.c,1623,19,1435,1,0,0,0,0,0,1,0,0,0
server/log.c,1997,67,1428,3,1,0,0,1,0,1,0,0,0
server/util_expr_parse.c,2169,11,1423,0,0,0,0,0,0,0,0,0,0
modules/proxy/mod_proxy_http.c,2329,118,1417,35,4,4,3,1,4,17,1,1,4
modules/generators/mod_cgid.c,1578,57,1417,11,0,0,1,1,1,8,0,0,0
modules/ssl/ssl_engine_init.c,1511,71,1416,14,7,0,0,1,0,6,0,0,0
modules/loggers/mod_log_config.c,525,32,1402,5,2,0,0,0,1,2,0,0,1
modules/filters/mod_deflate.c,1491,63,1378,12,0,0,2,0,0,9,1,0,0
server/mpm/motorz/motorz.c,0,0,1326,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_auth_digest.c,664,36,1315,4,0,0,1,0,0,3,0,0,0
modules/dav/main/util.c,269,10,1250,3,0,0,1,0,0,2,0,0,2
modules/http/http_protocol.c,214,30,1213,2,0,0,0,0,0,2,0,0,0
modules/cache/mod_cache_socache.c,0,0,1203,0,0,0,0,0,0,0,0,0,0
server/mpm/winnt/mpm_winnt.c,1434,60,1196,7,2,0,1,0,0,4,0,0,0
modules/http/http_filters.c,1871,84,1188,23,1,2,2,2,0,14,0,2,1
modules/arch/win32/mod_isapi.c,961,29,1183,8,0,0,4,1,1,2,0,0,1
modules/filters/mod_proxy_html.c,479,9,1171,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_mplx.c,0,0,1157,0,0,0,0,0,0,0,0,0,0
modules/cache/mod_cache_disk.c,322,11,1134,2,0,0,0,0,0,2,0,0,0
modules/http2/h2_proxy_session.c,0,0,1121,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_util.c,0,0,1118,0,0,0,0,0,0,0,0,0,0
server/mpm/prefork/prefork.c,1466,85,1117,12,1,0,0,0,4,7,0,0,1
modules/aaa/mod_authnz_fcgi.c,0,0,1054,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_engine_vars.c,718,40,1037,5,2,0,1,0,0,2,0,0,0
modules/proxy/mod_proxy_hcheck.c,0,0,996,0,0,0,0,0,0,0,0,0,0
server/mpm/netware/mpm_netware.c,430,28,981,2,1,0,0,0,0,0,1,0,0
modules/test/mod_policy.c,0,0,968,0,0,0,0,0,0,0,0,0,0
server/mpm/winnt/child.c,3270,56,959,4,0,0,2,0,0,2,0,0,0
modules/arch/netware/mod_nw_ssl.c,342,18,945,3,1,0,0,0,0,2,0,0,0
modules/dav/fs/lock.c,1339,9,939,8,0,0,0,0,0,1,7,0,0
modules/generators/mod_cgi.c,248,25,935,3,0,0,0,0,2,1,0,0,0
server/mpm/winnt/service.c,1465,27,931,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_auth_form.c,401,25,920,2,1,0,0,0,0,1,0,0,0
modules/cache/cache_util.c,1561,54,872,8,1,1,1,0,0,5,0,0,1
modules/proxy/mod_serf.c,1575,23,866,1,0,0,0,0,0,1,0,0,0
server/apreq_util.c,0,0,858,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_authz_core.c,2932,50,853,9,0,0,0,0,0,2,7,0,0
modules/generators/mod_info.c,343,25,844,2,0,0,0,1,0,1,0,0,1
modules/dav/main/mod_dav.h,175,12,835,1,0,0,0,0,0,1,0,0,0
server/vhost.c,460,21,834,3,0,0,0,1,0,2,0,0,0
modules/filters/sed0.c,24,2,833,0,0,0,0,0,0,0,0,0,0
modules/generators/mod_status.c,443,32,806,4,1,0,0,0,0,1,2,0,2
modules/http/mod_mime.c,187,14,804,13,1,0,0,1,0,3,8,0,0
server/listen.c,273,25,802,1,0,0,0,1,0,0,0,0,0
CMakeLists.txt,0,0,793,0,0,0,0,0,0,0,0,0,0
modules/filters/sed1.c,179,5,792,1,0,0,0,0,0,1,0,0,0
modules/http2/h2_push.c,0,0,784,0,0,0,0,0,0,0,0,0,0
server/util_filter.c,198,20,783,1,0,0,0,0,0,1,0,0,0
modules/dav/lock/locks.c,45,5,782,7,0,0,0,0,0,0,7,0,0
server/mpm_unix.c,153,17,780,5,1,0,0,0,0,4,0,0,0
modules/filters/mod_charset_lite.c,605,27,780,4,1,0,0,0,0,3,0,0,0
modules/cache/mod_socache_shmcb.c,832,31,759,1,0,0,0,0,1,0,0,0,0
server/apreq_module_cgi.c,0,0,750,0,0,0,0,0,0,0,0,0,0
include/httpd.h,1301,78,749,15,1,0,1,1,0,11,1,0,1
modules/cluster/mod_heartmonitor.c,1272,55,743,1,0,0,0,0,0,1,0,0,0
modules/metadata/mod_headers.c,481,31,739,6,1,0,2,1,1,1,0,0,0
modules/database/mod_dbd.c,2263,46,738,2,1,0,0,0,0,0,0,1,0
modules/filters/mod_ext_filter.c,317,17,718,3,0,1,0,0,0,2,0,0,0
modules/proxy/mod_proxy_fcgi.c,401,26,708,2,0,0,0,1,0,1,0,0,0
acinclude.m4,1154,40,694,3,0,0,0,0,0,3,0,0,0
modules/ldap/util_ldap_cache_mgr.c,264,18,689,4,2,0,0,0,0,2,0,0,0
server/util_script.c,818,40,673,6,1,0,0,0,0,4,0,1,0
modules/ssl/ssl_private.h,1219,80,668,10,4,0,2,1,0,3,0,0,0
modules/ssl/ssl_util_stapling.c,268,17,662,1,0,0,0,0,0,1,0,0,0
modules/proxy/ajp_header.c,594,33,654,3,0,0,1,0,0,2,0,0,0
modules/ssl/ssl_ct_util.c,0,0,649,0,0,0,0,0,0,0,0,0,0
modules/slotmem/mod_slotmem_shm.c,972,40,645,0,0,0,0,0,0,0,0,0,0
modules/proxy/mod_proxy.h,1563,122,630,13,4,0,1,1,2,4,0,1,0
modules/mappers/mod_imagemap.c,325,12,624,1,0,0,0,0,0,0,1,0,2
modules/filters/mod_filter.c,680,33,618,5,1,0,0,0,0,4,0,0,0
modules/dav/main/props.c,27,4,614,0,0,0,0,0,0,0,0,0,0
server/main.c,709,63,612,7,1,0,0,2,0,4,0,0,1
modules/core/mod_macro.c,0,0,605,0,0,0,0,0,0,0,0,0,0
support/rotatelogs.c,1756,36,600,6,3,0,0,1,0,2,0,0,0
modules/lua/lua_dbd.c,0,0,593,0,0,0,0,0,0,0,0,0,0
support/firehose.c,0,0,583,0,0,0,0,0,0,0,0,0,0
modules/proxy/mod_proxy_ajp.c,1453,62,570,7,0,0,1,0,1,5,0,0,3
modules/http2/h2_h2.c,0,0,552,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_alias.c,318,18,534,5,1,0,0,2,0,2,0,0,0
modules/examples/mod_example_hooks.c,396,11,532,0,0,0,0,0,0,0,0,0,0
server/core_filters.c,1532,46,528,1,0,0,0,0,0,1,0,0,0
modules/core/mod_watchdog.c,228,13,523,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_stream.c,0,0,521,0,0,0,0,0,0,0,0,0,0
os/win32/ap_regkey.c,132,5,521,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_xml2enc.c,85,2,514,0,0,0,0,0,0,0,0,0,0
server/scoreboard.c,439,37,510,6,0,0,0,2,0,4,0,0,2
modules/http/http_request.c,449,38,497,4,0,0,1,1,0,2,0,0,0
modules/filters/mod_substitute.c,554,19,496,2,0,1,0,0,0,1,0,0,0
modules/proxy/mod_proxy_scgi.c,95,12,493,0,0,0,0,0,0,0,0,0,0
server/apreq_parser_multipart.c,0,0,492,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_reqtimeout.c,801,31,492,1,0,0,0,0,0,1,0,0,1
modules/http2/h2_config.c,0,0,490,0,0,0,0,0,0,0,0,0,0
modules/http2/mod_proxy_http2.c,0,0,487,0,0,0,0,0,0,0,0,0,0
server/mpm_common.c,1933,66,485,3,1,0,1,0,0,1,0,0,1
modules/filters/regexp.c,24,3,485,0,0,0,0,0,0,0,0,0,0
modules/debugging/mod_firehose.c,0,0,484,0,0,0,0,0,0,0,0,0,0
modules/ssl/mod_ssl.c,474,46,483,6,3,0,1,0,0,2,0,0,0
modules/dav/fs/dbm.c,56,11,478,0,0,0,0,0,0,0,0,0,0
modules/session/mod_session_crypto.c,1592,30,474,0,0,0,0,0,0,0,0,0,0
support/suexec.c,114,10,465,4,2,0,0,0,0,2,0,0,0
modules/session/mod_session.c,2814,21,462,1,0,0,1,0,0,0,0,0,1
modules/arch/unix/mod_privileges.c,301,8,453,0,0,0,0,0,0,0,0,0,0
modules/cache/mod_socache_dbm.c,527,27,453,3,0,0,0,0,0,3,0,0,0
modules/cache/cache_storage.c,874,45,452,11,1,0,2,0,0,8,0,0,1
modules/proxy/mod_proxy_wstunnel.c,0,0,452,0,0,0,0,0,0,0,0,0,0
modules/dav/main/util_lock.c,53,7,442,0,0,0,0,0,0,0,0,0,0
modules/session/mod_session_dbd.c,156,14,441,0,0,0,0,0,0,0,0,0,0
modules/http/byterange_filter.c,2898,85,439,4,0,0,0,0,0,4,0,0,1
modules/metadata/mod_setenvif.c,483,23,434,0,0,0,0,0,0,0,0,0,0
server/util_mutex.c,619,22,432,1,0,0,0,0,0,1,0,0,0
test/time-sem.c,222,5,425,0,0,0,0,0,0,0,0,0,0
include/http_config.h,784,43,420,6,0,0,0,2,0,3,1,0,0
modules/arch/win32/mod_win32.c,137,10,412,2,0,0,0,0,0,2,0,0,0
modules/http2/h2_from_h1.c,0,0,410,0,0,0,0,0,0,0,0,0,0
server/mpm/mpmt_os2/mpmt_os2.c,293,21,408,0,0,0,0,0,0,0,0,0,1
server/apreq_cookie.c,0,0,401,0,0,0,0,0,0,0,0,0,0
support/htdbm.c,133,12,397,2,0,0,0,0,0,2,0,0,0
modules/lua/lua_vmprep.c,884,21,390,0,0,0,0,0,0,0,0,0,0
build/default.pl,0,0,387,0,0,0,0,0,0,0,0,0,0
modules/apreq/filter.c,0,0,381,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_sed.c,260,10,377,1,0,0,0,1,0,0,0,0,0
include/http_core.h,677,54,377,9,1,0,0,1,0,7,0,0,1
modules/ssl/ssl_engine_pphrase.c,337,20,376,1,1,0,0,0,0,0,0,0,0
modules/aaa/mod_auth_basic.c,89,13,375,1,0,0,0,0,0,1,0,0,0
modules/aaa/mod_authn_socache.c,140,17,375,1,0,0,1,0,0,0,0,0,0
support/htpasswd.c,153,17,373,2,0,0,0,0,0,2,0,0,0
os/unix/unixd.c,687,21,371,2,1,0,0,0,0,1,0,0,0
modules/http2/h2_io.c,0,0,367,0,0,0,0,0,0,0,0,0,0
modules/ldap/util_ldap_cache.c,140,13,365,2,1,0,0,0,0,1,0,0,0
include/http_log.h,751,29,350,2,1,0,0,1,0,0,0,0,0
modules/metadata/mod_remoteip.c,313,13,348,2,0,0,1,0,0,1,0,0,0
modules/proxy/ajp_msg.c,274,17,346,1,0,0,0,0,0,1,0,0,0
modules/ssl/ssl_ct_log_config.c,0,0,345,0,0,0,0,0,0,0,0,0,0
server/mpm/event/fdqueue.c,111,8,343,0,0,0,0,0,0,0,0,0,0
modules/proxy/balancers/mod_lbmethod_heartbeat.c,344,29,343,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_vhost_alias.c,466,9,342,3,1,0,0,0,0,2,0,0,0
server/mpm/mpmt_os2/mpmt_os2_child.c,72,11,342,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_request.c,0,0,331,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_authz_dbd.c,244,13,328,0,0,0,0,0,0,0,0,0,0
include/apache_noprobes.h,644,1,325,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_workers.c,0,0,320,0,0,0,0,0,0,0,0,0,0
modules/proxy/mod_proxy_connect.c,814,33,318,9,3,0,2,0,1,3,0,0,0
modules/apreq/handle.c,0,0,316,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_util_ssl.c,492,22,305,4,3,0,1,0,0,0,0,0,0
modules/metadata/mod_expires.c,71,11,303,1,0,0,0,0,0,1,0,0,0
server/util_expr_scan.l,114,8,303,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_usertrack.c,77,13,303,1,0,0,0,0,0,1,0,0,0
modules/ssl/ssl_util.c,391,22,302,4,0,0,0,0,0,4,0,0,0
modules/mappers/mod_speling.c,256,11,300,1,0,0,1,0,0,0,0,0,0
support/win32/wintty.c,75,5,298,0,0,0,0,0,0,0,0,0,0
modules/arch/unix/mod_unixd.c,1041,29,297,1,0,0,0,0,0,1,0,0,0
modules/mappers/mod_dir.c,260,21,295,2,2,0,0,0,0,0,0,0,0
support/passwd_common.c,0,0,295,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_authn_core.c,214,16,293,9,0,0,0,0,0,2,7,0,0
modules/aaa/mod_access_compat.c,90,14,291,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_conn_io.c,0,0,287,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_authz_host.c,849,21,286,2,1,0,0,0,0,1,0,0,0
modules/http2/h2_ngn_shed.c,0,0,284,0,0,0,0,0,0,0,0,0,0
modules/cache/mod_socache_memcache.c,261,17,276,0,0,0,0,0,0,0,0,0,0
server/apreq_parser.c,0,0,268,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_authn_dbd.c,200,17,264,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_request.c,417,11,263,0,0,0,0,0,0,0,0,0,0
modules/slotmem/mod_slotmem_plain.c,200,16,263,0,0,0,0,0,0,0,0,0,0
server/apreq_parser_header.c,0,0,260,0,0,0,0,0,0,0,0,0,0
support/httxt2dbm.c,40,4,257,0,0,0,0,0,0,0,0,0,0
build/installwinconf.awk,239,24,256,1,0,0,0,0,0,1,0,0,0
server/mpm/worker/fdqueue.c,80,11,255,11,0,3,0,0,0,1,7,0,0
modules/cache/mod_file_cache.c,141,11,251,0,0,0,0,0,0,0,0,0,0
modules/http2/mod_http2.c,0,0,249,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_filter.c,0,0,247,0,0,0,0,0,0,0,0,0,0
server/mpm/simple/simple_run.c,608,21,247,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_util_ocsp.c,107,13,246,2,0,0,0,0,0,2,0,0,0
README.cmake,0,0,245,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_authz_dbm.c,323,13,245,0,0,0,0,0,0,0,0,0,0
modules/core/mod_so.c,16,4,241,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_conn.c,0,0,240,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_ct_sct.c,0,0,238,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_task.c,0,0,236,0,0,0,0,0,0,0,0,0,0
modules/loggers/mod_log_debug.c,14,4,234,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_ratelimit.c,37,6,234,0,0,0,0,0,0,0,0,0,0
test/make_sni.sh,211,6,231,0,0,0,0,0,0,0,0,0,0
modules/test/mod_dialup.c,90,11,230,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_authz_groupfile.c,319,12,228,3,0,0,1,0,0,2,0,0,0
modules/http/http_core.c,440,37,225,1,1,0,0,0,0,0,0,0,0
support/ctlogconfig,0,0,225,0,0,0,0,0,0,0,0,0,0
server/util_fcgi.c,0,0,225,0,0,0,0,0,0,0,0,0,0
server/apreq_module_custom.c,0,0,225,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_userdir.c,133,12,224,4,1,0,0,0,0,3,0,0,0
support/htdigest.c,52,8,221,0,0,0,0,0,0,0,0,0,0
modules/lua/lua_config.c,366,13,219,0,0,0,0,0,0,0,0,0,0
server/mpm/simple/simple_api.c,536,13,211,0,0,0,0,0,0,0,0,0,0
apache_probes.d,256,3,211,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_engine_ocsp.c,200,17,211,1,0,0,0,0,0,1,0,0,0
modules/metadata/mod_ident.c,60,7,210,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_buffer.c,170,8,210,0,0,0,0,0,0,0,0,0,0
server/apreq_parser_urlencoded.c,0,0,207,0,0,0,0,0,0,0,0,0,0
server/apreq_param.c,0,0,204,0,0,0,0,0,0,0,0,0,0
server/mpm/simple/simple_io.c,502,15,203,1,0,0,0,1,0,0,0,0,0
modules/loggers/mod_log_forensic.c,30,8,201,0,0,0,0,0,0,0,0,0,0
support/logresolve.c,774,21,200,0,0,0,0,0,0,0,0,0,0
server/util_time.c,118,4,196,0,0,0,0,0,0,0,0,0,0
server/util_pcre.c,291,10,195,3,1,0,0,0,0,1,1,0,0
modules/metadata/mod_version.c,31,5,193,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_cern_meta.c,54,7,192,0,0,0,0,0,0,0,0,0,0
modules/http2/config2.m4,0,0,191,0,0,0,0,0,0,0,0,0,0
modules/lua/config.m4,100,12,190,0,0,0,0,0,0,0,0,0,0
modules/session/mod_session_cookie.c,88,12,184,0,0,0,0,0,0,0,0,0,0
modules/loggers/mod_logio.c,63,7,179,1,0,0,0,1,0,0,0,0,0
modules/cache/cache_util.h,516,16,178,1,1,0,0,0,0,0,0,0,0
modules/examples/mod_example_ipc.c,290,13,178,0,0,0,0,0,0,0,0,0,0
server/util_debug.c,129,7,174,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_task_input.c,0,0,174,0,0,0,0,0,0,0,0,0,0
modules/proxy/mod_proxy_fdpass.c,197,17,172,0,0,0,0,0,0,0,0,0,0
modules/experimental/mod_noloris.c,66,9,170,0,0,0,0,0,0,0,0,0,0
modules/cluster/mod_heartbeat.c,308,21,169,0,0,0,0,0,0,0,0,0,0
modules/debugging/mod_dumpio.c,326,14,167,0,0,0,0,0,0,0,0,0,0
server/util_cookies.c,128,12,167,0,0,0,0,0,0,0,0,0,0
build/binbuild.sh,14,2,167,0,0,0,0,0,0,0,0,0,0
buildconf,162,11,162,0,0,0,0,0,0,0,0,0,0
server/util_expr_parse.y,50,8,162,0,0,0,0,0,0,0,0,0,0
modules/dav/main/std_liveprop.c,66,4,160,0,0,0,0,0,0,0,0,0,0
include/http_protocol.h,424,25,159,2,0,0,0,0,0,2,0,0,0
modules/proxy/mod_proxy_express.c,57,5,157,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_engine_log.c,326,16,156,2,1,0,0,0,0,1,0,0,0
modules/echo/mod_echo.c,208,16,156,1,0,0,0,0,0,1,0,0,0
include/util_ldap.h,369,35,156,7,3,0,1,1,0,2,0,0,0
server/util_regex.c,67,3,156,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_response.c,0,0,155,0,0,0,0,0,0,0,0,0,0
include/util_filter.h,241,20,153,2,0,0,0,1,0,1,0,0,0
modules/loggers/mod_journald.c,0,0,153,0,0,0,0,0,0,0,0,0,0
include/apreq_module.h,0,0,151,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_data.c,29,3,150,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_scache.c,407,27,148,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_authn_dbm.c,71,11,147,1,0,0,0,0,0,1,0,0,0
support/config.m4,49,3,146,1,1,0,0,0,0,0,0,0,0
support/fcgistarter.c,57,7,146,0,0,0,0,0,0,0,0,0,0
modules/arch/win32/mod_isapi.h,69,7,145,1,0,0,0,0,0,1,0,0,0
modules/aaa/mod_authz_owner.c,342,13,144,0,0,0,0,0,0,0,0,0,0
modules/loggers/mod_syslog.c,0,0,143,0,0,0,0,0,0,0,0,0,0
modules/mappers/mod_actions.c,71,11,143,2,0,0,0,0,0,2,0,0,0
modules/filters/mod_reflector.c,13,5,143,0,0,0,0,0,0,0,0,0,0
modules/cache/mod_socache_dc.c,152,15,143,1,0,0,0,0,0,1,0,0,0
modules/lua/lua_passwd.c,0,0,142,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_authn_file.c,67,10,141,1,0,0,0,0,0,1,0,0,0
build/mkconfNW.awk,102,21,140,0,0,0,0,0,0,0,0,0,0
test/cls.c,206,5,140,0,0,0,0,0,0,0,0,0,0
server/provider.c,93,4,138,0,0,0,0,0,0,0,0,0,0
modules/proxy/ajp.h,211,17,138,2,0,0,0,1,0,1,0,0,0
modules/arch/netware/mod_netware.c,48,11,138,1,1,0,0,0,0,0,0,0,0
include/mpm_common.h,480,51,138,2,1,0,0,1,0,0,0,0,1
modules/aaa/mod_authn_anon.c,35,7,136,0,0,0,0,0,0,0,0,0,0
modules/http/http_etag.c,55,10,135,1,0,0,0,0,0,1,0,0,0
build/aix/mkinstallp.ksh,0,0,135,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_int_queue.c,0,0,134,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_mplx.h,0,0,133,0,0,0,0,0,0,0,0,0,0
modules/filters/config.m4,156,21,132,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_unique_id.c,153,13,132,3,1,0,0,0,0,2,0,0,0
modules/debugging/mod_bucketeer.c,14,2,131,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_task_output.c,0,0,131,0,0,0,0,0,0,0,0,0,0
os/bs2000/ebcdic.c,68,4,127,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_task_queue.c,0,0,126,0,0,0,0,0,0,0,0,0,0
build/buildinfo.sh,14,2,126,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_switch.c,0,0,125,0,0,0,0,0,0,0,0,0,0
include/scoreboard.h,181,26,125,0,0,0,0,0,0,0,0,0,1
test/test_limits.c,8,2,125,0,0,0,0,0,0,0,0,0,0
modules/filters/libsed.h,24,3,123,0,0,0,0,0,0,0,0,0,0
modules/cache/config.m4,337,14,120,1,0,0,0,0,0,1,0,0,0
server/connection.c,108,13,120,1,0,0,0,0,0,0,1,0,0
include/ap_config.h,223,17,119,3,0,0,0,0,0,3,0,0,0
build/make_exports.awk,16,3,117,0,0,0,0,0,0,0,0,0,0
server/mpm/winnt/nt_eventlog.c,100,10,117,0,0,0,0,0,0,0,0,0,0
server/mpm/motorz/motorz.h,0,0,117,0,0,0,0,0,0,0,0,0,0
include/apreq_util.h,0,0,115,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_engine_rand.c,28,7,115,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_allowhandlers.c,0,0,115,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_io_set.c,0,0,114,0,0,0,0,0,0,0,0,0,0
modules/metadata/mod_env.c,34,6,114,0,0,0,0,0,0,0,0,0,0
modules/ldap/util_ldap_cache.h,101,9,113,1,1,0,0,0,0,0,0,0,0
server/mpm/simple/simple_children.c,228,7,108,0,0,0,0,0,0,0,0,0,0
modules/lua/mod_lua.h,187,12,107,0,0,0,0,0,0,0,0,0,0
modules/examples/mod_case_filter_in.c,4,2,107,3,0,0,0,0,0,3,0,0,0
modules/aaa/mod_authz_user.c,162,13,106,0,0,0,0,0,0,0,0,0,0
modules/proxy/balancers/mod_lbmethod_bytraffic.c,96,13,106,0,0,0,0,0,0,0,0,0,0
modules/proxy/balancers/mod_lbmethod_bybusyness.c,106,14,105,0,0,0,0,0,0,0,0,0,0
modules/http2/h2.h,0,0,104,0,0,0,0,0,0,0,0,0,0
modules/http/chunk_filter.c,84,13,103,1,0,0,0,0,1,0,0,0,0
os/win32/util_win32.c,148,10,103,1,0,0,0,0,0,1,0,0,0
modules/arch/unix/mod_systemd.c,0,0,103,0,0,0,0,0,0,0,0,0,0
include/http_request.h,342,19,103,1,0,0,0,1,0,0,0,0,0
modules/proxy/balancers/mod_lbmethod_byrequests.c,97,14,101,0,0,0,0,0,0,0,0,0,0
server/mpm/config.m4,314,20,101,0,0,0,0,0,0,0,0,0,0
include/ap_expr.h,584,23,100,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_allowmethods.c,35,4,100,0,0,0,0,0,0,0,0,0,0
support/ctauditscts,0,0,99,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_session.h,0,0,98,0,0,0,0,0,0,0,0,0,0
build/make_nw_export.awk,153,16,97,0,0,0,0,0,0,0,0,0,0
ap.d,0,0,97,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_worker.c,0,0,96,0,0,0,0,0,0,0,0,0,0
include/util_fcgi.h,0,0,95,0,0,0,0,0,0,0,0,0,0
modules/cache/mod_cache.h,701,51,95,8,2,0,0,0,0,6,0,0,0
modules/http2/h2_util.h,0,0,94,0,0,0,0,0,0,0,0,0,0
modules/proxy/ajp_utils.c,311,11,94,0,0,0,0,0,0,0,0,0,0
build/rpm/httpd.init,104,7,93,1,0,0,0,0,0,0,1,0,0
modules/proxy/examples/mod_lbmethod_rr.c,48,8,92,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_alt_svc.c,0,0,92,0,0,0,0,0,0,0,0,0,0
modules/examples/mod_case_filter.c,4,2,91,0,0,0,0,0,0,0,0,0,0
modules/dav/main/liveprop.c,40,5,91,0,0,0,0,0,0,0,0,0,0
os/netware/modules.c,46,7,91,0,0,0,0,0,0,0,0,0,0
